text,target
ربي يعرضك خير بولادك,1
اش هاد لوقت لي وصلنا ليه كيفاش لواحد يذبح واحد اخر بكل برودة اعصاب شمن قلب عند هاد الناس هادشي مكيتصدقش,0
مال سورة التوبة كتقول شد وحدة اغتصبحا حيت نتا حيوان و باش تخفي جريمتك قتلها وقطعها ,0
الانجار الوحيد لي حققتيه وخصك تفرحي بيه حياتك كاملة هو انك عرفتيني,1
ثمن سنين مشات من حياتك بلى ماديري فيها شي حاجة,0
الله يكمل عليك,1
 شكون بحالك,1
كنحييك الله يوفقك ويسهل عليك,1
الله يسهل الامور,1
تبارك الله عليك,1
 بصحتك,1
الله يخليهم ليك ويسهل عليك بخدمة ,1
ربي يعاونك,1
الله يسسر الامور,1
فكريني فاش تسالي قرايتك نعاود نسولك الله يوفق,1
الله يفرحك بيهم,1
ربي يدير تاويل دلخير,1
ضرباتلي كلشي فالزيرو ,0
الله يسهل عليك ,1
ماشاء الله الله يسهل عليك ,1
 معجبونيش لكلمات جاني بحال شي فرنسوي يلاه بدا يتعلم العربية,0
ماشاء الله الله يرزقكم من عندوا,1
الله يسهل عليك,1
ان شاء الله الله يوفقك,1
الله يكتبها فمزان حسناتك ويرزقك لخير,1
العقبة للاجازة ,1
برافو عليك,1
التحدي هو لحل,1
برافو عليك الله يوفقك ويسسر الامور,1
مالك على هاد تشاؤم ,0
الله يصاوب الامور,1
هاد لقضية تستاهلي عليها تحية الله يسهل عليك ,1
الله يطول فالعمور,1
الله يرحموا اكيد كانو حجات بزاف فرحوك,1
برافو الله ييسر الامور,1
الله يفرحك بيها,1
ضروري هادي هي الحياة امل,1
رجولة الله يسر الامور,1
الله يرحمها ويوسع عليها والله يسسر ليك ,1
 ماشاء الله الله يدومها محبة,1
العين الاماراتي ثاني فريق عربي يتاهل لنهائي كاس العللم للاندية بعد الرجاء البيضاوي مبروك ,1
الله يشافيها يارب,1
معجبونيش لكلمات,0
علاش مقروناش بحال هاد لخير,0
 ان شاء الله اختي ربي يفتحلك بيبان الخير,1
الله يجيب تيسير ,1
البركة فراسكم الله يرحمها يارب,1
عاونوا هاد البنت الله يجازيك بخير,1
ولد لحرام اه,0
مرحبا بيك,1
لحمار مزال عاد كيسول,0
مايكون عندك باس ,1
شوفوني احافظ على العلاقات الاخوية الحمد لله,1
وانا افتخر بالخليط الامازيغي العربي الذي يجري في دمائي ,1
لا تبكي يا صغيري انظر نحو السماءالحياة جميلة,1
الابداع مكينجحش فلمغرب,0
مبروك عليكم تتربى فعزكم ان شاء الله,1
كاع لمغاربة صوتهم زوين ,1
عندك رشيد غلام ولطفي بوشناق مستحيل نسمعهم وميتبورش لحمي ونتخشع ,1
لكم الشرف اني ننضم,1
الله يحفظك ,1
غاديين بتيسير الله,1
اش هاد تحماريت,0
صباح لخير البنات من مدينة الناظور ,1
الراجا جمعت كلشي البطولات ,1
لواحد هو لي يفوج على راسو ,1
فين عمرهم فهموا,0
عمر دقتها ولكن غير من تصاور تتبان تتشهي,1
حنا راه الله يعمرها دار والله,1
رائع برافو ,1
يعني نسبة كبيرة جدا انني منتجحش فيها,0
هدية للي جعلوا من حمل العلم القضية الرئيسية ,1
 الله يعطيك صحة,1
الله تبارك الله عليها,1
متافقة ,1
اربي واش حنا زوينين لهاد الدرجة,1
غنشوف شكرا زين,1
ديرها ديرها اللهم بارك ,1
وليتي كتخلعني نتا ,1
ها لي عندو عيد ميلاد ها لي بدا خدمة جديدة ومزال لخير,1
الله يشافيك يارب ,1
غير لخير ,1
المغني الوحيد لي اغانيه مكتموتش وكل مرة كتسمع ليه اغنية كانها اول مرة سمعتيها هو ,1
تايم لاين سعيد ليوم الله يدوم عليكم السعد اخوتي ,1
باقي شي حد اخر نباركوا ليه ,1
مبروك مبروك قدام السعد ان شاء الله,1
عيد ميلاد سعيد عمرو بالواو متمنياتي بالنجاح و دوام السعادة والافراح ,1
ديها فراسك نتي,0
لا الحمد لله حاليا الوضع مستقر ,1
 اول مرة يديرها زينة,1
 داكشي لي كاين امين يارب,1
سرقو منا احلامنا,0
ياربي نجيبو كوب دافريك,1
شكرا ازين,1
زيدوهو زيدوهم هادشي ما يكفيهم,1
حتى من سواعدة كيتشكاو منك ابادة,0
كانو غايوقفوا لينا القلب الله يبارك فيك,1
اوف اوف اوف الحمدلله الف مبروك ,1
سكت اولد لحرام,0
صدموهم بالهدف الثاني,0
لاء ولكن انا اي واحد كيربح كنفرح معاه وفتش كيخسر كنضحك عليه,1
المهم مبروك مسبقا ,1
واش كاين غير هاد المعلق فالمغرب بربي حتى كايدير القوق,0
الموضوع زوين ,1
ياودي لي زين زين,1
 لهلا يخطيك وصافي,1
بعض المرات تنحس براسي بحال الا كنتسنى شي حاجة وستريسي وخايفة,0
ناري تلاحي صافي الله يمسخك حشمت,1
بزاف عليك وعلى راسك باش نطلع ليهم,0
ناس فرحانة الله يعمرها دار,1
نيتك خايبة ,0
هاء نسيت بلي حنا فناظور معندناش ملعب اصلا ,0
الله يسهل الامور ,1
عقبال جائزة نوبل لسلام,1
حتى انا مهضرتش على الجودة بل للعكس ذميتها,0
شكرا حبيبتي ربي يخليك,1
عيد ميلاد سعيد زين ,1
الله يرحمنا,1
الله يرحموا تلقاه فالجنة ان شاء الله,1
اه نتمناو يرجعو,1
 ضحكتيني,1
ربي يشافيك ختي ,1
زوينة مالها,1
 بارك الله فيك سي خليل ,1
الله يزين ايامك ,1
من لحاجات زوينة كوميم من لمدن لقلال فالعالم لي مزال محتفضين على هويتهم وارثهم التراثي وحتى تاريخي هادشي لي كيخلي مراكش مميزة عن اي بلاصة فالعالم,1
قنبولة هادي ماشي جول,1
المعلق دار ليا لقوق فراس,0
 وكنحسو بلي زعما نيشاان را درنا شي حاجة وانتصرنا,1
هرسو وخربو وشعلوا لعوافي,0
توحشناك عم حسن الله ييسر ليك,1
اودي غير بقاو عاونونا و حنا مسامحين ليكم دنيا و اخرة,1
يستاهل بوقال,1
توحشك الجنة و نعيمها حنونة,1
يجيلك الخير و البركة سلامتك,1
و حق مافيا ما يضحك و ضحكت ,1
الله يرزقنا الفهم الصحيح حنونة ربي يسعدك و ينورك ,1
ربي يحفظك و يمتعك بسعادة الدنيا و الاخيرة ,1
انا بخير كل ما اخوات مثلك يسالو عليا الله يجعل لقلوب صافية ,1
هاد المهزلة باقي مابغات توقف,0
الله يطولك في عمرها و يجعل قلبها يفرح بيك و تشوفك متهنية وسعيدة ,1
أتمنى لكي سعادة لا تبارح محياك غالتي ,1
الى كنتي مغربية آلله يقطع لجد بوك الشقف,0
المسامح كريم خويا الله يتجاوز علينا جميعا,1
اعتدارك على راسي وعيني و حصل خير ان شاء الله,1
تلقاي الخير حبيبتي ,1
الله يلعنها تحية بالناقص منها ,0
سيري انا داعية ليك برضا للي رضت بيه السما على الارض ,1
ارا برع فيناهو اتاي ,1
ماش بهاد الكلمة خويا لعزيز ,1
يحفظك ليا هدهودتي ,1
 رغم زبايلها الا انها تبقى مخلوق لطيف و محبوب سبحان من خلقها ,1
 عام و هم تيكذبو و يصنعو صوارخ مازال مابغا يصدق ليهم هاد الصاروخ خلاها سيدهم اتركو الكلاب تنبح,0
آلله يكون منه و يشافيه و يقعد وسادها بالصحة والعافية و السلامة يا رب العالمين ,1
الحمد لله على سلامتك احبيبة ,1
واش بغيت تحمقيني,0
الله يحفظك,1
ما يغلاوش عليك حنونة ,1
نتي الفن في حد ذاته حبوبة ,1
امين الهي يسعدك و يفرح قلبك يا غالية ,1
هذا راه الله يعمرها دار كان للي تيهرس داك لماريو كامل و تتمشي للحفلة لابسة نظاظر ,1
انا تنفطر بكري مورا الفجر وبالتالي أستفيد من التغدية الصحية,1
الله يكبر بيك خويا لعزيز تستاهل ياسمينتنا الجميلة اتمنى لكما سعادة لا تنتهي ,1
