"index","comment_message","sentiment","comment_published"
"184","وخا تعياو ما تشوهو في صورت بنكيران هو رجل المرحلة ولا مناص على فكرة مواصلة الاصلاح","P","2016-10-01 19:28:32"
"185","المهم ان يرحل تجار الدين.. اكبر. كارثة عرفها المغرب. في تاريخه.. واول حكومة تقلص الاجور وتغرق الدولة في الديون فلترحل غير ماسوف عليها","N","2016-10-01 19:37:50"
"186","انت زوينة بعدي على  لسياسة","P","2016-10-01 19:44:07"
"187","بعيدا عن خبث السياسة أقول لكل من يدخل الانتخابات حبا في هذا الوطن الحبيب وخدمة المستضعفين والمقهورين. .(إن يعلم الله في قلوبكم خيرآ يوتيكم خيرا  )","P","2016-10-01 20:20:35"
"188","أفااالك يوووو بيجيدي","N","2016-10-01 21:59:35"
"189","اصلا منيب باقي معرفاش الرجعية لتعمل بها واش اليهودية أو النصرانية أو البودية اما الإسلامية بززززززاف عليها","N","2016-10-02 01:03:28"
"190","حزب التراكتور الخمر والحشيش.. حزب الإتحاد الإشتراكي تحريف القرأن الكريم..حزب الإستقلال القمع والإستحمار والإستبغال.. فمادة تختار اخي الامي...","N","2016-10-02 02:03:26"
"191","اشمن بزوله حاكر غبر الموضفين الله ياخدالحق فيك ابنكيران","N","2016-10-02 02:21:26"
"192","الحمير كثر في المغرب خاصة لابد من تصديره إلى الصين.. كل المرشحين و النواب و الوزراء و الحزبيين","N","2016-10-02 02:39:42"
"193","بنًكران مبقاش عندو الارامل اصبح يزوج العشاق من حزبه في البرلمان هدي مشفهاش كون زوجها لشي برلماني او وزير من حزبه حزب العشق الله يمسخكم .","N","2016-10-02 02:49:50"
"194","المغاربة شفتو عباس ديال فلسطين من أجل الكرسي  اذل نفسه وشعبه و قال إن قاتل شعبه رجل سلام. إن هذا لا يختلف عن العماري وشباط والسيسي. ..","N","2016-10-02 02:56:15"
"195","الزيادات 600 بمعدل كل اسبوع زيادة ونصف 
نقص وتدمير وطرد.. تقاعد البرلمانيين وترك 420برلماني بصلير 8 مليون لمدى الحياة 
انت هو اصل التحكم","N","2016-10-02 02:58:49"
"196","واخا تبكي ذم أ سي بنكيران","N","2016-10-02 03:14:26"
"197","سير تبيع البيض ولا دير شي مشروع نتا حاضي تنبح قدفحال لكلب لبنكيران 
كون هداك الوقت الي ضيعتوه في النباح كون مشيتو ودرتو شي مشروع كون ستافدو منو","N","2016-10-02 03:15:27"
"198","لم يتم إستيراد هذه الدمى إلا بموافقة حكام الدولة ، فما ذنب المواطن.  أعد النظر","P","2016-10-02 03:20:14"
"199","شحال عطاك بنكيران","N","2016-10-02 03:26:54"
"200","الطرق بقات محفرة من عهد الاستعمار حتى جات حكومة بن كيران وخير دليل ..تيزي نتيشكا طريق وارزازات","N","2016-10-02 03:38:39"
"201","بن كيران  الإنجازات لي دار معمر شي حكومة دورتها ملي والتي كتهضري فالسياسة رهدا فحد داتو إنجاز","P","2016-10-02 04:06:11"
"202","بالعكس حتا دور الراحل الحياني تقنو بامتياز","N","2016-10-02 04:14:45"
"203","بنكيران يشرمل في المغاربة والصحافة المشبوهة تطبل وتغيط لإجراء إداري بسيط، سيروا الله يعطيكم التونية","N","2016-10-02 04:25:57"
"204","مصلحة البلد تتجاوز خطأ بنكيران الغير المقصود . كبر عقلك تفهم.","P","2016-10-02 04:26:40"
"205","بام سيصدر المخدرات و يجلب العملة الصعبة هههههه اما بيجيدي حزب اخلاقي لا يعرف تصدير السموم","N","2016-10-02 04:31:24"
"206","الأصالة والمعاصرة حزب ديمقراطي","P","2016-10-02 04:41:18"
"207","هدا الناس كلهم اللي في البام اسمح لي منافقين تابعين غير لفلوس ولخبار في رؤسكم","N","2016-10-02 04:41:50"
"208","باش خربها؟ تنتحداك تثبث ليا أن بنكيران رجل فاسد أكل أموال البلاد....","P","2016-10-02 04:44:13"
"209","بنكيران هو اله البكاء عند الاغريق و يرمزون له بالتمساح.","N","2016-10-02 04:47:03"
"210","العدالة و التنمية❤❤❤❤❤❤❤❤","P","2016-10-02 04:49:16"
"211","اردوكان كالك غير قرا  الدولة تخلص عليك اردوكان مابناش الفيلات وتقاسم الاراضي مع الوزراء اردوكان كيستقبلك بكل فرح وسرور اش بانليك","N","2016-10-02 04:53:49"
"212","علاش ماعمرو فكر انقص من التعويضات السمينة لكيشد هو الوزراء والنواب ؟ ولا حادك غي فالشعب","N","2016-10-02 04:55:18"
"213","مملكة الدعارة خخخخخخخخخخخخخخخخخخ","N","2016-10-02 04:59:18"
"214","ادا اختلطت السياسة بالدين فالننتظر الساعة يشتغلون الدين لاجل مصالحهم وعموم الشعب امي لا يفرق بين تجار اادين والسياسة يجب توعيتهم","N","2016-10-02 05:00:12"
"215","ارا ماطبلو ضد بنكيران . القافلة تسير والكلاب تنبح","N","2016-10-02 05:01:37"
"216","قليل لعارف بلي بنكيران هو عدو للامازيغ","N","2016-10-02 05:06:55"
"217","أحبك يا بنكيران إن الله معنا","P","2016-10-02 05:07:02"
"218","زدتوا فيه بعدا من بنكيران شوية بعد هوا رآه دار شي حاجة انا غنصوت عليه مغنخليش الفرصة  لوحداخر عاد يبدا","P","2016-10-02 05:10:37"
"219","الحزب الذي تحالف مع المفسدين والسكارى وعفا عن تقاعد الوزراء والبرلمانيين واصحاب الريع وحطم معاش الموظفين الكادحين","N","2016-10-02 05:10:54"
"220","في الزلزال لم يكن هناك حزب اسمه الأصالة والمعاصرة ولا إلياس. ....","N","2016-10-02 05:13:29"
"221","حتا اغيرو العقلية ديالهم بعدا.هاد ابليس العماري راه من علامات الساعة.ماعارف حتا اهضر اوباغي اتولى شؤون ومصالح امة ديال البشر","N","2016-10-02 05:15:07"
"222","الإنجازات وصناعة مشاريع الضخمة بنكيران رجل ونعمة الرجال نحن نعلم من الله ابكاك انت تحت قيادة الملك وضغط المعارضة","P","2016-10-02 05:16:50"
"223","كيف سمحت لك نفسك ان تقارن اردوغان بالحمار بنكيران للتذكير انا #ممصوتش","N","2016-10-02 05:23:47"
"224","كان على بن كيران ان يتقدم لمسباقة كوميديا بدل السياسة لانها واعرة عليه","N","2016-10-02 05:24:22"
"225","أنا شخصيا لم يسبق لي أن صوت على البيجيدي. إذن نقص واحد.","N","2016-10-02 05:27:31"
"226","استغل ضعفهم الفكري و اشتراااهم بالامواال","N","2016-10-02 05:40:24"
"227","لا يوجد في قنافد البرلمان أملس و ابن كيران هو أكثرهم شوكا إذن بلا مدافعو على حتى قنيفيد منهم كلهم بحال بحال زيرووو","N","2016-10-02 05:52:43"
"228","هد البكى كل الوجهيات يا سي بنكيران رك غير كد توجه باش تشاد الكورسي قال الًواحد المثل المغربي لكرّط يفرّط","N","2016-10-02 05:56:01"
"229","الله انتقم من هاد الحكومة هي ليوصلاتنا لهاذ الحالة .شحال هادي ودعنا القمع ديال السلطة وهاد الخوانجية رجعوه","N","2016-10-02 05:57:32"
"230","نعم لقد نجح بنكيران في القضاء على البطالة والفقر داخل أسرته","N","2016-10-02 06:01:33"
"231","نتما هما حزب شيطان يا المخنتين العلمانين ديال البام كلكوم فساد شو هتصاور لنشر ضد اسلام و تصاور شراب و الزنا و الفساد سيرو اللّٰه يقطع ليكوم جدر","N","2016-10-02 06:03:43"
"232","خلاتهم الحكومة السابقة هههههه وكمل علينا صاحب دعوتك .. وقاليهم عفى الله عما سلف ... اودي الله يجيب من يقول الحق ;-)","N","2016-10-02 06:04:58"
"233","احسن الكلام ماقل ودل.
العدالة والتنمية احسن حكومة في تاريخ المغرب 
ورغم المعارضة الفاشلة تبقي العدالة والتنمية الاكثر شعبية . [[PHOTO]]","P","2016-10-02 06:06:19"
"234","روح اوليدي انت بنكيران...لا نحن","P","2016-10-02 06:13:09"
"235","هههه بنكيران قتل الشعب غير بالزيادة والكدوب 😕","N","2016-10-02 06:16:54"
"236","هدا هوالاضراب الحضاري، كل واحد عارف مسؤولياته. المهم يجب على الحكومة ان تكون في المستوى،  للرد على المضربين بطرق حضارية.","P","2016-10-02 06:21:04"
"237","لقد خربة مدينة فاس العريقة التارخية على يد المجرم شباط ومدير الأمن للمدينة . و سكان هم من يدفعون ثمن الفساد الإداري","N","2016-10-02 06:24:38"
"238","من يدعي أن حكومة الإسلاميين لا زالت تحظى باهتمام المغاربة فهو إما منافق كاذب أوجاهل أو من شبيحة حزب بن اكيران وأتحــــــــــــدى من يتبث العكس.","N","2016-10-02 06:30:00"
"239","لن اصوت لحزب العدالة و التنمية!  وهذا حقي الدستوري في اختيار الحزب الانسب!","N","2016-10-02 06:36:05"
